business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,final
xUUKtG0E-qAv3RyeOV20rg,"""Tak Fu Seafood Restaurant""",Milliken,"""633 Silver Star Boulevard""",Toronto,ON,M1V 5N1,43.8104298,-79.2933886,4,20,1,"[""Chinese"",""Seafood"",""DimSum"",""Restaurants"","""","""","""","""","""","""","""","""","""","""",""""]"
dJBUz34x6FixXgq7S4fFLw,"""Wai Yu Lau Restaurant""",Milliken,"""3290 Midland Avenue""",Toronto,ON,M1V 3Z9,43.8062248,-79.2892866,1.5,3,1,"[""Chinese"",""Seafood"",""Restaurants"","""","""","""","""","""","""","""","""","""","""","""",""""]"
4etFlEdWOTx3WhFldxW6XA,"""Yunnan Steamed Fish Pot""",Milliken,"""3280 Midland Avenue, Unit 21""",Toronto,ON,M1V 0C7,43.805877,-79.288317,3.5,21,1,"[""Chinese"",""Soup"",""Restaurants"","""","""","""","""","""","""","""","""","""","""","""",""""]"
bK7dxnD1FYuV4mVVVCMeNA,"""Hey Noodles""",Chinatown,"""478 Dundas Street W""",Toronto,ON,M5T 1H1,43.6534223,-79.39703,3.5,21,1,"[""Chinese"",""Szechuan"",""Restaurants"",""Noodles"","""","""","""","""","""","""","""","""","""","""",""""]"
cilz3zHyydAG2kYjbNdrFg,"""Moo Beef Noodle House""",Milliken,"""633 Silver Star Boulevard""",Toronto,ON,M1V 5N1,43.824546,-79.299855,3,9,0,"[""Chinese"",""Taiwanese"",""Restaurants"","""","""","""","""","""","""","""","""","""","""","""",""""]"
SXAXzOwp0I2wiA1V3iMtbg,"""Red Mango""",,"""5 Lesmill Road""",Toronto,ON,M3B 2S9,43.7555859,-79.3521203,3.5,13,0,"[""Chinese"",""Thai"",""Restaurants"","""","""","""","""","""","""","""","""","""","""","""",""""]"
dKVwC-UJDFzfOci3xDs0jQ,"""Spring Rolls Delivery""",Queen Street West,"""240 Queen Street W""",Toronto,ON,M5V 1Z7,43.6500615,-79.3906491,2.5,7,0,"[""Chinese"",""Thai"",""Restaurants"",""Asian Fusion"","""","""","""","""","""","""","""","""","""","""",""""]"
LmcJuoHqggZj_qAlmqxMEQ,"""Pho Delish""",Niagara,"""712 Queen Street W""",Toronto,ON,M6J 1E8,43.6462338,-79.408856,3.5,8,0,"[""Chinese"",""Thai"",""Restaurants"",""Vietnamese"","""","""","""","""","""","""","""","""","""","""",""""]"
VvSmE1NnTjnaTPHT0WrCaQ,"""King's Café""",Kensington Market,"""192 Augusta Avenue""",Toronto,ON,M5T 2L6,43.6542071,-79.4020543,4,120,1,"[""Chinese"",""Vegetarian"",""Restaurants"","""","""","""","""","""","""","""","""","""","""","""",""""]"
g7bVip6ncXJC5xzkQMjohQ,"""Fickle""",Downtown Core,"""507 Yonge Street""",Toronto,ON,M4Y 1Y3,43.66588482,-79.38617706,2.5,59,0,"[""Chinese"",""Vietnamese"",""Restaurants"",""Asian Fusion"","""","""","""","""","""","""","""","""","""","""",""""]"
NKYirjjTpzezUi4Rhj64bA,"""Pho 88 North York""",Willowdale,"""5197 Yonge Street""",Toronto,ON,M2N 5P8,43.7704722,-79.4129878,3,105,1,"[""Chinese"",""Vietnamese"",""Thai"",""Restaurants"","""","""","""","""","""","""","""","""","""","""",""""]"
60dVzLZ1WfHN2wNcEYIpUQ,"""Nathaniel's Bakery Boutique""",Corso Italia,"""1308 Saint Clair Avenue W""",Toronto,ON,M6E 1C1,43.67701012,-79.44813771,4,4,1,"[""Chocolatiers & Shops"",""Bakeries"",""Food"",""Specialty Food"",""Macarons"","""","""","""","""","""","""","""","""","""",""""]"
FnQ-_pGdw11za0LQ_aORxQ,"""0109 Dessert & Chocolate""",Milliken,"""2190 McNicoll Avenue, Unit 109""",Toronto,ON,M1V 0B3,43.8140208,-79.2944313,3.5,167,1,"[""Chocolatiers & Shops"",""Desserts"",""Specialty Food"",""Food"",""Cafes"",""Restaurants"","""","""","""","""","""","""","""","""",""""]"
UcXyx8m21LfzkTe4SKZs8g,"""Lindt Chocolate Shop - Toronto Eaton Centre""",Downtown Core,"""220 Yonge St, B210a""",Toronto,ON,M5B 2L7,43.6536106,-79.3800603,5,4,1,"[""Chocolatiers & Shops"",""Food"",""CandyStores"",""Specialty Food"","""","""","""","""","""","""","""","""","""","""",""""]"
RNvVqnX-BLyT4Oe6FIyeJQ,"""Soma Chocolatemaker""",,"""443 King Street W""",Toronto,ON,M5V 1K4,43.6451665,-79.3957597,4.5,156,1,"[""Chocolatiers & Shops"",""Food"",""Desserts"",""Ice Cream & Frozen Yogurt"",""Specialty Food"","""","""","""","""","""","""","""","""","""",""""]"
XzcsiRjOYxnMJVrGhyWpwg,"""Edible Arrangements""",Mount Pleasant and Davisville,"""620 Mt Pleasant Rd""",Toronto,ON,M4S 2M8,43.7040617,-79.388735,2.5,7,1,"[""Chocolatiers & Shops"",""Food"",""Florists"",""Shopping"",""GiftShops"",""Flowers & Gifts"",""Specialty Food"","""","""","""","""","""","""","""",""""]"
_X5P9hY8MKvyTypCnv3Upg,"""Chocolates X Brandon Olsen""",Kensington Market,"""193 Baldwin Street""",Toronto,ON,M5T 1M1,43.6544824,-79.4014126,4.5,11,1,"[""Chocolatiers & Shops"",""Food"",""Specialty Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
V0FhgVP-b6O85YMODGa1rw,"""Leonidas""",Greektown,"""484 Danforth Avenue""",Toronto,ON,M4K 3E1,43.67797852,-79.34960938,4,4,1,"[""Chocolatiers & Shops"",""Food"",""Specialty Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
6aOnrzf15RMqFNOQ-_ElIA,"""COCO Crafted Organic Chocolate""",Bloor-West Village,"""365 Jane Street""",Toronto,ON,M6S 2E2,43.6575995,-79.4876834,5,16,1,"[""Chocolatiers & Shops"",""Food"",""Specialty Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
Qqrb_PDR4Iw2nIvWhhc95Q,"""Maisonette""",Distillery District,"""12 Tank House Lane""",Toronto,ON,M5A 3C4,43.6506226,-79.3586118,4.5,3,1,"[""Chocolatiers & Shops"",""Food"",""Specialty Food"",""Coffee & Tea"","""","""","""","""","""","""","""","""","""","""",""""]"
7gTsWzLnmEQBesGRtI9yew,"""Cacao 70""",Distillery District,"""28 Gristmill Lane""",Toronto,ON,M5A 3C4,43.6501601,-79.3606289,3.5,120,1,"[""Chocolatiers & Shops"",""Restaurants"",""Food"",""Cafes"",""Breakfast & Brunch"",""Desserts"",""Specialty Food"","""","""","""","""","""","""","""",""""]"
uyAi44fQc9AOxLR4AQe9Qg,"""Ambiance Chocolat""",Riverdale,"""753-A Queen St E""",Toronto,ON,M4M 1H3,43.6591815,-79.3480302,4.5,16,0,"[""Chocolatiers & Shops"",""Specialty Food"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
sXGU3gzvUT_QyL4Yl8T_GA,"""Purdys Chocolatier""",,"""2 Bloor Street E""",Toronto,ON,M4W 1A8,43.6710659,-79.3857432,4,3,1,"[""Chocolatiers & Shops"",""Specialty Food"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
fdTDe7XIXfhftmgNfR_-3g,"""Laura Secord""",Downtown Core,"""Toronto Eaton Centre, 220 Yonge Street""",Toronto,ON,M5B 2H1,43.6540667,-79.3800815,4,3,0,"[""Chocolatiers & Shops"",""Specialty Food"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
syoWROfPlDijEmpFUVyghA,"""Rocky Mountain Chocolate Factory""",Downtown Core,"""218 Yonge Street, Unit 1014""",Toronto,ON,M5B 2H1,43.6535366,-79.3799731,3.5,6,1,"[""Chocolatiers & Shops"",""Specialty Food"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
705rDZPgXALITUJkmhO1jg,"""Chocolate Addict""",Kensington Market,"""185 Baldwin Street""",Toronto,ON,M5T 1M1,43.6547607,-79.4009673,3.5,4,0,"[""Chocolatiers & Shops"",""Specialty Food"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
ryLrmvr-GJsDm_c7ScHewg,"""Dahso Chocolate Cafe""",Yonge and St. Clair,"""15 St. Clair Ave W""",Toronto,ON,M4V 1K7,43.6879062,-79.3947617,3.5,6,0,"[""Chocolatiers & Shops"",""Specialty Food"",""Food"",""Desserts"","""","""","""","""","""","""","""","""","""","""",""""]"
UxWH8zRYIBgs6Q2oykvRdw,"""Cluny Bistro & Boulangerie""",Distillery District,"""35 Tank House Lane""",Toronto,ON,M5A 3C4,43.6505879,-79.3578962,3.5,368,1,"[""Cocktail Bars"",""Bars"",""French"",""Nightlife"",""Restaurants"",""Wine Bars"","""","""","""","""","""","""","""","""",""""]"
Z7e9JGm5eecaD4bGuC7b4A,"""The Cocktail Parlor""",Entertainment District,"""11 Duncan Street""",Toronto,ON,M5V 3M2,43.6474337,-79.3881932,4,4,0,"[""Cocktail Bars"",""Bars"",""Nightlife"","""","""","""","""","""","""","""","""","""","""","""",""""]"
7LaPqsVt7KMiEz8awtbR9w,"""Savoy""",Beaconsfield Village,"""1166 Queen Street W""",Toronto,ON,M6J 1J5,43.6430513,-79.4253981,3,13,1,"[""Cocktail Bars"",""Bars"",""Nightlife"","""","""","""","""","""","""","""","""","""","""","""",""""]"
CB8_BQHSOkQiTCl5em9Xvw,"""Loaded Pierogi""",Niagara,"""839 Queen Street W""",Toronto,ON,M6J 1G4,43.64584975,-79.41001531,4,37,1,"[""Cocktail Bars"",""Bars"",""Restaurants"",""Canadian"","""","""","""","""","""","""","""","""","""","""",""""]"
gyPmHqIqC5-RAAy51oiafQ,"""The Cloak Bar""",,"""488 Wellington Street W""",Toronto,ON,M5V 1E9,43.6432201,-79.3985133,4.5,25,1,"[""Cocktail Bars"",""Bars"",""Restaurants"",""TapasBars"",""Nightlife"","""","""","""","""","""","""","""","""","""",""""]"
BfE8TnYa_LI1PyNSgs_v_g,"""D.W. Alexander""",St. Lawrence,"""19 Church Street""",Toronto,ON,M5E 1M2,43.647989,-79.373396,3.5,50,1,"[""Cocktail Bars"",""Bars"",""TapasBars"",""Nightlife"",""Restaurants"","""","""","""","""","""","""","""","""","""",""""]"
cGR0XHCZ-tdXLd_REjXFsg,"""Furlough""",West Queen West,"""924 Queen Street W""",Toronto,ON,M6J 1G6,43.6448978,-79.415899,4,30,0,"[""Cocktail Bars"",""Brasseries"",""Nightlife"",""Bars"",""Restaurants"","""","""","""","""","""","""","""","""","""",""""]"
qXk2CS1-6jKTKpMUIgN9kQ,"""O'Grady's Restaurant""",Church-Wellesley Village,"""518 Church Street""",Toronto,ON,M4Y 2C8,43.66446985,-79.3806803,3,92,1,"[""Cocktail Bars"",""Breakfast & Brunch"",""Bars"",""Canadian"","""","""","""","""","""","""","""","""","""","""",""""]"
s-aGceIVH-XrIWdC4Jkbeg,"""Hola Tapas Bar""",Leslieville,"""1298 Queen Street E""",Toronto,ON,M4L 1C4,43.6638814,-79.3305676,4,25,0,"[""Cocktail Bars"",""Breakfast & Brunch"",""TapasBars"",""Nightlife"",""Cafes"",""Wine Bars"",""Restaurants"",""Bars"",""Spanish"","""","""","""","""","""",""""]"
5EnHfzuyBf03UhJH4E4mAA,"""Mr Flamingo""",Little Portugal,"""1265 Dundas St W""",Toronto,ON,M6J 1X6,43.6493445,-79.4245016,3.5,31,1,"[""Cocktail Bars"",""Canadian"","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
GjEbrETDJf0KPHQWvWkoqA,"""Red Sauce""",Palmerston,"""50c Clinton Street""",Toronto,ON,M6G 2Y3,43.6555203,-79.4141069,4,13,0,"[""Cocktail Bars"",""Italian"",""Restaurants"",""Nightlife"",""Bars"","""","""","""","""","""","""","""","""","""",""""]"
liCPyfxs-CYXAV_zAmB9dw,"""Osteria Dei Ganzi""",Church-Wellesley Village,"""504 Jarvis Street""",Toronto,ON,M4Y 2H6,43.6672279,-79.3789748,3.5,57,0,"[""Cocktail Bars"",""Italian"",""Restaurants"",""Pizza"",""Bars"",""Nightlife"","""","""","""","""","""","""","""","""",""""]"
a5QvgsDrVi02tsmyYHiLTQ,"""The Calvin Bar""",Downtown Core,"""325 Bay St""",Toronto,ON,M5H 3C2,43.6495049,-79.3799351,3.5,5,0,"[""Cocktail Bars"",""Lounges"",""Bars"",""Nightlife"","""","""","""","""","""","""","""","""","""","""",""""]"
zdxOrKy1GGyQcchr0qZvnQ,"""Dolly's Mojito Bar""",Bloordale Village,"""1285 Bloor Street W""",Toronto,ON,M6H 1N7,43.6582991,-79.4424949,4,25,1,"[""Cocktail Bars"",""Mexican"",""Restaurants"",""Bars"",""Nightlife"",""Filipino"","""","""","""","""","""","""","""","""",""""]"
-0CCHBui57tZ_1y_14X-5Q,"""Mulberry Bar""",Christie Pits,"""828 Bloor St W""",Toronto,ON,M6G 1M2,43.6625933,-79.423443,4.5,4,1,"[""Cocktail Bars"",""Nightlife"",""Bars"","""","""","""","""","""","""","""","""","""","""","""",""""]"
eoG9zP7xxsDHVM0kJYrvkw,"""The Shameful Tiki Room""",Parkdale,"""1378 Queen W""",Toronto,ON,M6K 1L7,43.64146,-79.4333548,4,103,1,"[""Cocktail Bars"",""Nightlife"",""Bars"",""TikiBars"","""","""","""","""","""","""","""","""","""","""",""""]"
Pkb75Ma72lVTiLQoqHQkqQ,"""Socialite Restaurant & Bar""",Kensington Market,"""276 Augusta Avenue""",Toronto,ON,M5T 2L9,43.6568352,-79.4032301,4.5,14,1,"[""Cocktail Bars"",""Nightlife"",""Restaurants"",""Bars"",""TapasBars"",""Asian Fusion"",""Lounges"","""","""","""","""","""","""","""",""""]"
G12kABl0tfK4ylgj8XF06w,"""Voodoo Child""",,"""388 College Street""",Toronto,ON,M5T 1S7,43.6570499,-79.4055143,4.5,115,1,"[""Cocktail Bars"",""Nightlife"",""Restaurants"",""Cafes"",""Coffee & Tea"",""Bars"",""Breakfast & Brunch"",""Food"","""","""","""","""","""","""",""""]"
e_ILiIs2pVpskfeL-zFtTw,"""Leña Restaurante""",Downtown Core,"""176 Yonge Street""",Toronto,ON,M5C 2L7,43.6517906,-79.3801688,3,124,1,"[""Cocktail Bars"",""Nightlife"",""Spanish"",""Restaurants"",""Bars"",""Latin American"","""","""","""","""","""","""","""","""",""""]"
tkDBNAV71Sp7LlWKEhtZUA,"""Pie Bar""",Harbourfront,"""207 Queens Quay W, Suite 155""",Toronto,ON,M5J,43.6382664,-79.38046732,3.5,12,1,"[""Cocktail Bars"",""Pizza"",""Restaurants"",""Italian"",""Gelato"",""Bars"",""Food"",""Nightlife"","""","""","""","""","""","""",""""]"
q7MorRPzU_J-iekeDKUKgw,"""Reposado Bar & Lounge""",Ossington Strip,"""136 Ossington Avenue""",Toronto,ON,M6J 2Z5,43.6472422,-79.4199719,4,115,1,"[""Cocktail Bars"",""Restaurants"",""Arts & Entertainment"",""Music Venues"",""Jazz & Blues"",""Mexican"",""Tapas/Small Plates"",""Bars"",""Lounges"",""Nightlife"","""","""","""","""",""""]"
sXg2NCfiCqK_X_4R5NK_jQ,"""BarChef""",Alexandra Park,"""472 Queen Street W""",Toronto,ON,M5V 2B2,43.6482201,-79.4001694,4,258,1,"[""Cocktail Bars"",""Restaurants"",""Bars"",""Nightlife"",""Lounges"",""American"","""","""","""","""","""","""","""","""",""""]"
fIcKzkoWIH1baDGywOaifQ,"""Rush Lane & Co""",Alexandra Park,"""563 Queen Street W""",Toronto,ON,M5V 2B3,43.6478512,-79.4006604,3.5,47,1,"[""Cocktail Bars"",""Restaurants"",""Gastropubs"",""Lounges"",""Nightlife"",""Bars"","""","""","""","""","""","""","""","""",""""]"
HD10w7sMM9HkF4pM8BlJZQ,"""Pinkerton Snack Bar""",Leslieville,"""1026 Gerrard Street E""",Toronto,ON,M4M 1Z5,43.6689715,-79.337279,4,42,1,"[""Cocktail Bars"",""Restaurants"",""Tapas/Small Plates"",""Nightlife"",""Bars"",""Pubs"","""","""","""","""","""","""","""","""",""""]"
37-tFLj-xgG6_9oBIO4FJw,"""Momo San""",Downtown Core,"""26 Baldwin Street""",Toronto,ON,M5T 1L2,43.65613881,-79.39338512,3.5,83,1,"[""Cocktail Bars"",""SushiBars"",""Nightlife"",""Restaurants"",""Bars"",""Japanese"","""","""","""","""","""","""","""","""",""""]"
AYTlIG4ys4UozaZi_q4L5w,"""70 Down""",Yorkville,"""70 Yorkville Avenue""",Toronto,ON,M5R 1B9,43.6713528,-79.3909664,2.5,19,1,"[""Cocktail Bars"",""Tapas/Small Plates"",""Mediterranean"",""Restaurants"",""Bars"",""Nightlife"","""","""","""","""","""","""","""","""",""""]"
etp05l7Tfewp8AOneTcLYg,"""70 Down""",Yorkville,"""70 Yorkville Avenue""",Toronto,ON,M5R 1B9,43.6713528,-79.3909664,1.5,9,0,"[""Cocktail Bars"",""Tapas/Small Plates"",""Restaurants"",""Nightlife"",""TapasBars"",""Mediterranean"",""Middle Eastern"",""Bars"",""Lounges"","""","""","""","""","""",""""]"
x_1Yo9ArcbitR6NQC7tOUA,"""Sparrow""",Bloor-West Village,"""2197 Bloor Street W""",Toronto,ON,M6S,43.65135156,-79.47516228,4,22,0,"[""Cocktail Bars"",""Vegetarian"",""Nightlife"",""Bars"",""French"",""Canadian"","""","""","""","""","""","""","""","""",""""]"
JG9UpsFR6hrqQqsKh_RyaQ,"""Planta""",Yorkville,"""1221 Bay Street""",Toronto,ON,M5R 3P5,43.6702151,-79.38943356,4,191,1,"[""Cocktail Bars"",""Vegetarian"",""Vegan"",""Salad"",""Restaurants"",""Tapas/Small Plates"",""Nightlife"",""Bars"",""Pizza"","""","""","""","""","""",""""]"
E0djzqBHz923hwj-MJFO6Q,"""The Fresh Tea Shop""",Yonge and Eglinton,"""2300 Yonge Street, Unit PL4""",Toronto,ON,M4P 1E4,43.7072763,-79.3995622,3.5,16,1,"[""Coffee & Tea Supplies"",""Bubble Tea"",""Food"",""Coffee & Tea"","""","""","""","""","""","""","""","""","""","""",""""]"
jcvRqcxSw0QcP0ahDVV7rA,"""JJ Bean""",Yonge and Eglinton,"""90 Eglinton Avenue E""",Toronto,ON,M4P 2Y3,43.7076046,-79.3958331,4,4,1,"[""Coffee & Tea Supplies"",""Food"",""Bakeries"",""Coffee & Tea"","""","""","""","""","""","""","""","""","""","""",""""]"
TC_wo34sUnF1CpZKXRYRlg,"""Lit Espresso Bar""",Bloor-West Village,"""2196 Bloor W""",Toronto,ON,M6S 1N4,43.651483,-79.4754283,4,9,1,"[""Coffee & Tea Supplies"",""Restaurants"",""Bakeries"",""Food"",""Pizza"",""Coffee Roasteries"","""","""","""","""","""","""","""","""",""""]"
vvUgEPZBRQLUt08FxawJnA,"""Sugar For My Honey""",Etobicoke,"""3399 Lake Shore Boulevard""",Toronto,ON,M8W 1N2,43.5955581,-79.5280602,4,15,0,"[""Coffee & Tea"",""Austrian"",""Bars"",""Cafes"",""Modern European"",""German"",""Restaurants"",""Food"",""Nightlife"",""Desserts"",""Beer"",""Wine & Spirits"",""Breakfast & Brunch"","""",""""]"
9AEmY0f_QMmueXQoKsQfKw,"""Piedmont Coffee Bar""",Church-Wellesley Village,"""66 Isabella Street, Unit 4""",Toronto,ON,M4Y 1N3,43.66843499,-79.38285984,4.5,15,1,"[""Coffee & Tea"",""Bakeries"",""Desserts"",""Food"","""","""","""","""","""","""","""","""","""","""",""""]"
KwwbRKtKO8BLQn5nPSpkZw,"""Tim Horton's""",Downtown Core,"""33 Yonge Street""",Toronto,ON,M5E 1G4,43.64698047,-79.37725127,3.5,29,1,"[""Coffee & Tea"",""Bakeries"",""Donuts"",""Food"","""","""","""","""","""","""","""","""","""","""",""""]"
UcRWRgBWy4-RyeqLS8hLhg,"""Bakery & Kaffee Haus""",Mount Pleasant and Davisville,"""1921 Yonge Street""",Toronto,ON,M4S 1Z3,43.6987131,-79.3965312,3,18,0,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
DlFKsdGY7-7c4u7_A-W99Q,"""Bakery & Kaffee Haus""",Queen Street West,"""238 Queen Street W""",Toronto,ON,M5V 1Z9,43.6501306,-79.3904119,3.5,36,0,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
xugkZQhtyFfO7KYYAVCJSw,"""Kin Kin Bakery & Bubble Tea""",Scarborough,"""2900 Warden Avenue, First Floor""",Toronto,ON,M1W 2S8,43.7983946,-79.3184533,3,3,1,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
CUfGdXirOHUWNK8LqGL-ZQ,"""Gezunt Bite""",Casa Loma,"""500 St. Clair Avenue W""",Toronto,ON,M5R 3E9,43.6832151,-79.4182509,4,3,0,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
O0BkJmuo4NesOjQKXrObjg,"""Sense Appeal""",New Toronto,"""2814 Lakeshore Boulevard W""",Toronto,ON,M8V 1H7,43.6017648,-79.5011622,4,11,0,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
45dAqX8Yi3FyVUSIFHu3ag,"""Jimmy's Coffee""",Niagara,"""735 Queen Street W""",Toronto,ON,M6J 1G1,43.64655365,-79.40674324,4.5,6,1,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
0_wfK-gr_UB9LU6I3pQH8Q,"""MBCo""",Yorkville,"""100 Bloor Street W""",Toronto,ON,M5S 3L3,43.6697101,-79.3912183,2.5,19,0,"[""Coffee & Tea"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""","""","""","""",""""]"
Me7-yOkG9MDBQN1QNmiXmw,"""Paris Croissant Bakery Cafe""",Downtown Core,"""595 Bay Street""",Toronto,ON,M5G 2C2,43.65618399,-79.38309386,4.5,7,1,"[""Coffee & Tea"",""Bakeries"",""Food"",""Delicatessen"","""","""","""","""","""","""","""","""","""","""",""""]"
UibLK2TXbSljTkpZpZ-8Lw,"""CutiePie Cupcakes""",Chinatown,"""235 Spadina Avenue""",Toronto,ON,M5T 2E2,43.6513875,-79.3970586,4,39,1,"[""Coffee & Tea"",""Bakeries"",""Ice Cream & Frozen Yogurt"",""Desserts"",""Food"","""","""","""","""","""","""","""","""","""",""""]"
i2WOrWKB1-1GbxGj644Frg,"""Mr.Cinnamons Treats & Coffee""",Scarborough,"""85 Ellesmere Road""",Toronto,ON,M1R 4C1,43.75731398,-79.31117412,3.5,3,1,"[""Coffee & Tea"",""Bakeries"",""Ice Cream & Frozen Yogurt"",""Food"","""","""","""","""","""","""","""","""","""","""",""""]"
UXHlrjrt72KLojnXZsz7gw,"""hom cafe""",Yorkville,"""95 Cumberland Street""",Toronto,ON,M5R 3N7,43.67032446,-79.39061423,4,7,1,"[""Coffee & Tea"",""Bakeries"",""Restaurants"",""Breakfast & Brunch"",""Food"","""","""","""","""","""","""","""","""","""",""""]"
7cMnc_zSPenfSQa9_199CA,"""Bloomer's""",Christie Pits,"""873 Bloor Street W""",Toronto,ON,M6G 1M4,43.6621055,-79.4249966,4,104,1,"[""Coffee & Tea"",""Bakeries"",""Restaurants"",""Food"",""Vegan"",""Cafes"","""","""","""","""","""","""","""","""",""""]"
IE1lzZvdD9UnGeB1kXjuOQ,"""Aroma Espresso Bar""",The Annex,"""500 Bloor Street W""",Toronto,ON,M5S 1Y3,43.6655051,-79.4102724,3.5,137,1,"[""Coffee & Tea"",""Bakeries"",""Sandwiches"",""Internet Cafes"",""Food"",""Breakfast & Brunch"",""Restaurants"","""","""","""","""","""","""","""",""""]"
lT-fvWPR-ju0-kNVQgs4Ag,"""Boxcar Social""",Riverdale,"""4 Boulton Avenue""",Toronto,ON,M4M 2J3,43.65988331,-79.34697163,4,22,1,"[""Coffee & Tea"",""Beer"",""Wine & Spirits"",""Food"","""","""","""","""","""","""","""","""","""","""",""""]"
XglMkgLbu2U0wsbLTOQhxw,"""Tim Hortons""",,"""751 Don Mills Road""",Toronto,ON,M3C 1S3,43.71389654,-79.33581599,3.5,5,1,"[""Coffee & Tea"",""Breakfast & Brunch"",""Donuts"",""Restaurants"",""Bakeries"",""Food"","""","""","""","""","""","""","""","""",""""]"
mr3rQcYBKWu2L6o7qtQ9Wg,"""Hub Coffee House & Locavorium""",Christie Pits,"""1028 Shaw St""",Toronto,ON,M6G 3N2,43.6691157,-79.4260211,4,31,0,"[""Coffee & Tea"",""Breakfast & Brunch"",""Food"",""Restaurants"","""","""","""","""","""","""","""","""","""","""",""""]"
AfQjI9Wbu6_Hzy2b3e7JLw,"""Cafe On the Square""",Downtown Core,"""100 Queen Street W""",Toronto,ON,M5H 2N1,43.653067,-79.384058,2.5,14,1,"[""Coffee & Tea"",""Breakfast & Brunch"",""Food"",""Restaurants"","""","""","""","""","""","""","""","""","""","""",""""]"
BmgfYQ3tpRKnT9H9WvjL_g,"""Littlefish""",The Junction,"""3080 Dundas Street  W""",Toronto,ON,M6P,43.6655969,-79.4724424,3.5,66,0,"[""Coffee & Tea"",""Breakfast & Brunch"",""Restaurants"",""Food"","""","""","""","""","""","""","""","""","""","""",""""]"
SvUvVEr9cTjS-PJQ9MuckQ,"""Caffeine""",,"""Victoria Terrace Plaza, 1448 Lawrence Avenue E""",Toronto,ON,M4A 2S6,43.7425427,-79.314131,4,25,1,"[""Coffee & Tea"",""Breakfast & Brunch"",""Restaurants"",""Food"",""Sandwiches"","""","""","""","""","""","""","""","""","""",""""]"
V0eTUwFEIK7aAV_U_OnLEg,"""CocoaLatte""",Wychwood,"""671 St. Clair Avenue W""",Toronto,ON,M6C 1A7,43.6816887,-79.4250487,4,51,1,"[""Coffee & Tea"",""Breakfast & Brunch"",""Restaurants"",""Sandwiches"",""Food"","""","""","""","""","""","""","""","""","""",""""]"
90WL2eC_jNfR1_lwGhkHFA,"""Sharetea""",Koreatown,"""635 Bloor Street W""",Toronto,ON,M6G 1K8,43.6642405,-79.4146051,4,23,1,"[""Coffee & Tea"",""Bubble Tea"",""Tea Rooms"",""Food"",""Juice Bars & Smoothies"","""","""","""","""","""","""","""","""","""",""""]"
5mqufpjeUcF_7iRcn76Wcw,"""Remarkable Bean""",Leslieville,"""1103 Queen Street E""",Toronto,ON,M4M 1K7,43.661981,-79.3358634,4,18,1,"[""Coffee & Tea"",""Cafes"",""Bakeries"",""Restaurants"",""Food"","""","""","""","""","""","""","""","""","""",""""]"
i0bD4WCmVHdK92L73CNbgQ,"""Espressamente illy""",,"""Yordale Shopping Centre, 3401 Dufferin St""",Toronto,ON,M6A 3A1,43.72645219,-79.45265293,3.5,45,1,"[""Coffee & Tea"",""Cafes"",""Food"",""Italian"",""Restaurants"","""","""","""","""","""","""","""","""","""",""""]"
x-hm5s-hYAiebmoDdDYrYw,"""Samadhi Tea House""",Kensington Market,"""160 Baldwin Street""",Toronto,ON,M5T 3K7,43.6552887,-79.3998718,4,7,0,"[""Coffee & Tea"",""Cafes"",""Food"",""Restaurants"","""","""","""","""","""","""","""","""","""","""",""""]"
Hza5nxnDz-MEnCG-Im6-Nw,"""Gloria Espresso Bar & Cafe""",High Park,"""478 Roncesvalles Avenue""",Toronto,ON,M6R 2N5,43.6532229,-79.4519268,5,19,1,"[""Coffee & Tea"",""Cafes"",""Food"",""Restaurants"","""","""","""","""","""","""","""","""","""","""",""""]"
Tnb6PrHLSpNqmCiIMsu7cA,"""Balzac's Coffee""",,"""7 Station Street""",Toronto,ON,M5J 1C3,43.6443364,-79.383625,3.5,5,1,"[""Coffee & Tea"",""Cafes"",""Food"",""Restaurants"",""Coffee Roasteries"","""","""","""","""","""","""","""","""","""",""""]"
